NCT01865799,both,"A Prospective, Observational, Drug Utilization Study of Subjects Taking Truvada for Pre-exposure Prophylaxis in the USA","This is a prospective, 3-year observational study to describe drug utilization in uninfected individuals (UIs) who initiate emtricitabine (FTC)/tenofovir disoproxil fumarate (TDF) (Truvada) for a pre-exposure prophylaxis (PrEP) indication.# An electronic source of pharmacy/medical encounter information will be used to assess the demographics and other characteristics of the subjects prescribed FTC/TDF or its components in a prospective fashion. The data provider will supply all the de-identified information regarding each visit/interaction that the subject has had with the health system and all the diagnoses and medications that the UI has had prospectively and retrospectively for the length of time captured by the source selected.# 200 physicians who prescribe FTC/TDF for a PrEP indication will be sampled from the same source.",,"Key Inclusion Criteria:# - Patient/ Uninfected Individual# - Adult (any sex/gender, including transgender) >=18 years old# - Taking FTC/TDF prescribed for any indication or its components Prescriber# - Possesses an active health care professional license in good standing, with the authority to prescribe prescription medications, either independently (eg, physician) or under legally permissible arrangements for prescribing under physician supervision (eg, Nurse Practitioner or Physician Assistant)# - Practice site is within the USA# - Having prescribed FTC/TDF for a PrEP indication# Key Exclusion Criteria:# - There are no exclusion criteria for individuals or prescribers# Note: Other protocol defined Inclusion/Exclusion criteria may apply."
NCT01869595,male,Thai MSM/TG Test and Treat Study,"Objectives# 1. To determine the uptake of universal HIV testing among Thai men who have sex with men (MSM) and transgender women (TG)# 2. To determine the uptake of antiretroviral treatment (ART) regardless of CD4 count among Thai MSM/TG who test positive for HIV# Subject population:. Men or transgender women who have sex with men,Thai nationals, age >=18 years old, Have engaged in anal intercourse with a man without using a condom at least one time in the last 6 months or have had at least 3 male sex partners in the last 6 months,Not known to be HIV-positive (either have never been tested for HIV or have had a previous negative HIV test)# Number of participants:2000 Thai MSM and TG with approximately 76%-90% in Bangkok, 5%-12% in Lampang and 5-12% in Ubonratchathani.",,Inclusion Criteria:# 1. Thai nationals# 2. Age >18 years# 3. Men or transgender women who have sex with men# 4. Have engaged in anal intercourse with a man without using a condom at least one time in the last 6 months or have had at least 3 male sex partners in the last 6 months# 5. Not known to be HIV-positive (either have never been tested for HIV or have had a previous negative HIV test)# 6. Have signed the consent form# Exclusion Criteria:# 1. Known HIV-positive serostatus
NCT01880489,female,Multicomponent Intervention to Reduce Sexual Risk and Substance Use,"The objective is to expand and refine an intervention for transgender women (TW) into a 7-session individual- and group-based intervention that is scalable for community settings to reduce sexual risk and substance use and to increase stigma-coping and risk-buffering behaviors among TW in NYC. The investigators will pilot test the intervention with 20 TW and subsequently, conduct a randomized controlled trial with 240 TW to compare the intervention to a wait list control condition.",,"Inclusion Criteria:# - 18 years of age or older# - Identify as a transgender woman (assigned male at birth and currently identify as female)# - Report 3 or more acts of unprotected anal or vaginal sex in the past 90 days and at least 1 in the past 30 days# - Report 5 or more days of illicit drug use in the past 90 days and at least 2 in the past 30# - Provide contact information# - Reside in the NYC metropolitan area# - Able to complete a survey in English (Spanish-language assistance can be provided by bilingual staff)# - Provide informed consent# Exclusion Criteria:# - Unstable, serious psychiatric symptoms# - Current suicidal/homicidal ideation# - Evidence of gross cognitive impairment# - Currently enrolled in a drug abuse treatment or enrolled in an HIV risk or drug use intervention study"
NCT01902472,both,"A Prospective, Observational Study of Individuals Who Seroconvert While Taking Truvada for Pre-Exposure Prophylaxis (PrEP)","This study will evaluate HIV-1 RNA and the presence or absence of resistance at baseline and following seroconversion, assess the frequency of HIV-1 screening and screening method(s) used for evaluation of seroconverters, and collect information regarding whether the seroconverter experienced signs and symptoms of acute HIV-1 infection prior to or at the time of seroconversion.",,"Inclusion Criteria:# - Participant in a FTC/TDF PrEP demonstration project or FTC/TDF for PrEP clinical study# - HIV-1 negative adults (any sex/gender, including transgender) >= 18 years of age at time of enrollment in the demonstration project or clinical study.# - Evidence of seroconversion while receiving FTC/TDF for PrEP# Exclusion Criteria:# - This is an observational nested study and will monitor all reported seroconversions without intervention/exclusion."
NCT01906255,both,"Seroconversions, Resistance, Adverse Events and Drug Adherence Among Subjects Taking Truvada for PrEP: A Case Control Study","This is an observational nested case control study among pre-exposure prophylaxis (PrEP) observational or clinical studies. The study will assess level of adherence as measured by drug level and its relationship to renal and bone adverse events, risk of seroconversion, and resistance development in subjects taking emtricitabine (FTC)/tenofovir disoproxil fumarate (TDF) (Truvada) for PrEP.# In the protocols of the parent PrEP observational or clinical studies, participants will have follow-up visits on average every 3 months for evaluation of adherence, HIV-1 status, renal and bone adverse events, and seroconversion. Adherence will be determined by the specific FTC/TDF drug level measurement(s) outlined in the parent protocol.# There are two case definitions: a) One-hundred-fifty subjects who seroconvert (become HIV-1 positive) and b) any subjects who either develop a protocol-defined renal adverse event (stratified by Division of AIDS [DAIDS] grading) or have a skeletal adverse event (any fracture) while taking FTC/TDF for PrEP.# Among the estimated 7,000 subjects from Truvada for PrEP observational and clinical studies all cases, defined as subjects who seroconvert and/or develop either renal or skeletal adverse events, will be identified. Randomly chosen controls on Truvada will be selected in a 3:1 ratio, from the same site, with a similar treatment duration.",,"Inclusion Criteria:# - Participants in an FTC/TDF for PrEP observational or clinical study# - HIV-1 negative adults (any sex/gender, including transgender) in an FTC/TDF for PrEP observational or clinical study# - HIV-1 negative and without signs or symptoms of acute HIV-1 infection# Exclusion Criteria:# - This is an observational study and will monitor all reported seroconversions, and renal or skeletal adverse events without intervention/exclusion."
NCT02119377,both,First Australian National Trans Mental Health Study,"This is an Internet-based survey of transgender and transsexual (trans) people aged 18 years and older living in Australia. This population has received limited attention from public health researchers, planners, and practitioners. However, a growing body of evidence suggests that trans people experience disparities in several important areas of health compared with the population generally. In particular, trans people are more likely to experience mental health problems (notably depression and anxiety disorders), use alcohol, tobacco, and illicit drugs, and think about or attempt suicide. Additionally, trans people commonly report that their physical and mental health needs are not met, and underutilise preventive health care.# Participants were recruited using several non-probability sampling techniques, (including purposive sampling and snowball sampling), because random sampling is not possible with this population. Medical, social, support, and advocacy networks used by trans people were used to promote the study. A mixed quantitative and qualitative methodology was used. Validated quantitative instruments were used to obtain measures of health and well-being, which will be compared against population norms. Qualitative items complement these measures, providing rich experiential data.# The investigators hypothesised that:# - the prevalence of depressive and anxiety disorders will be higher than for the population generally, and that these conditions will commonly be undiagnosed and untreated;# - depressive and anxiety disorders will be associated with risky behaviours, such as tobacco, alcohol, and illicit drug use; and,# - trans people will report poor relationships with medical practitioners.# The investigators hypothesised that poor mental health is a consequence of several interrelated factors: body dysphoria (as a consequence of experiencing difficulty accessing medical treatment to alter sexual characteristics); societal discrimination and stigma (including harassment and violence); institutionalised discrimination (including difficulty changing identifying documents, and exclusion of surgical procedures and related treatments from public and private health systems); social isolation; and the belief held by many clinicians that transsexualism is a mental disorder (which may be a barrier to trans people forming trusting relationships with medical practitioners).",,Inclusion Criteria:# - Live in Australia# - Self-identify as trans# Exclusion Criteria:# - Aged less than 18 years
NCT02185274,both,Observational Study on Metabolism and Psychopathology in Transsexual Patients,"Gender identity disorders (also known as transsexualism) is defined as a condition in which a person with apparently normal somatic sexual differentiation is convinced that he or she is actually a member of the other sex. Most patients therefore undergo so called cross-sex hormone treatment. Treatment protocols follow international consensus statements but vary considerably between different centres and countries since no prospective and controlled trials are available on this subject and recommendations are mainly based on retrospective data analysis and experience of the individual centres. Applying high doses of testosterone to biological females and vice versa high doses of estradiol to biological males definitely impacts myriads of body functions, from which it has to be assumed that only a minority has already been elucidated so far. Especially in male-to-female-transsexuals there seems to be an increased risk for the development of mood disorders and cardiometabolic comorbidities. In this multi-center observational study we want to investigate, if there is any difference with regard to these outcomes, according to the varying standards of cross-sex hormone treatment between the different centers. Different outcome measures described below will be assessed each time during routine visits at the different centers.",,"Inclusion criteria# - Patients with the diagnosis gender identity disorder (ICD-10: F64.0), who have given written informed consent following adequate oral and written information.# General Exclusion criteria# - Patients below the age of 18# - Legally incompetent patients# - Prior intake of cross-sex hormones# - Missing written informed consent# - Intersexuality"
NCT02229617,male,Subcutaneous Testosterone Project,"For people who identify as transgender, there is a strong sense that they were born into the wrong body and that their outward looking body does not match how they truly feel about themselves. They feel male, not female and have always felt that way. There is a great deal of discomfort or dysphoria about looking and feeling female, and there is a strong desire to achieve a more masculine appearance. While surgery, clothing and hair for example, can help a person appear more like a male, many transgender males will want to take testosterone to make them feel and look more masculine.# This usually involves injecting testosterone into a muscle every 1-2 weeks for many years. Intramuscular injections can often be uncomfortable or painful, and requires the patient to be taught how to inject themselves. Or somebody else has to do it. There is a growing trend in some transgender men to give their injection just below the skin or subcutaneously (like insulin in a diabetic), because it is less uncomfortable but we don't really know if testosterone gets into the blood in the same way. At least one clinic in the US already suggests that patients can use the subcutaneous method but there is almost no research to show it's the same as intramuscular.# Our project will be looking at a small group of transgender males who are already on intramuscular testosterone and then switch them over to the same dose of subcutaneous testosterone, and then compare their levels of testosterone. If those levels are similar, then patients may chose the less uncomfortable subcutaneous injection.",,Inclusion Criteria:# - Transgender males or identifying along the male spectrum# - Currently on stable doses of weekly IM testosterone# - Using either Testosterone cypionate or enanthate# - Between 19-59 years old# - Stable doses of regular medications# - Receive their transgender care from one of five(5) Vancouver-based physicians who specialize in transgender care (Three Bridges or Raven Song Community Health Centres).# Exclusion Criteria:# - Medically or psychiatrically unstable# - Recent or imminent surgery (6-8 weeks) that has or may affect testosterone dosage# - Unable to present for nine(9) weeks of weekly blood work and two(2) weeks of alternate day blood work
NCT02248558,both,Spurring Innovation to Promote HIV Testing: An RCT Evaluating Crowdsourcing,"Crowdsourcing may be a powerful tool to spur the development of innovative videos to promote HIV testing among key populations such as men who have sex with men (MSM) and transgender (TG) individuals. The purpose of this randomized controlled trial is to compare the effect of a crowdsourced video and a conventional video on first-time HIV testing among MSM and TG in China. The crowdsourced video was developed using an open contest, formal transparent judging, and an incentive of marketing promotion. The hypothesis is that a crowdsourced video will be equivalent (within a margin of 3%) to a conventional video in terms of self-reported first-time HIV testing within 3-4 weeks of watching the video.",,Inclusion Criteria:# - Born biologically male or identify as transgender# - 16 years or older# - Lifetime anal sex with another man# - Providing informed consent and active mobile phone number# Exclusion Criteria:# - HIV-infected# - HIV-tested ever in the past
NCT02257658,male,"Efficacy of Doxycycline Prophylaxis to Reduce Syphilis in High-Risk, HIV-Positive MSM","This pilot study will investigate the feasibility of conducting a large, randomized trial comparing a structural intervention to contingency management to reduce incident syphilis infections in an especially high risk group: HIV+ men who have sex with men (MSM) who have had syphilis twice or more since their HIV diagnosis. Subjects will be randomized to receive either QD doxycycline as syphilis prophylaxis or a financial incentive to remain STI free. The investigators will : 1) measure adherence to study visits in both arms; 2) measure adherence to the prophylaxis regimen; 3) measure any changes in risk behaviors among study participants and 4) to the extent possible in a small pilot study of short duration, compare effectiveness of doxycycline with that of a monetary incentive for remaining STI free.",,Inclusion Criteria:# - HIV-infected MSM or transgender women who have sex with men# - At least two documented and adequately treated episodes of syphilis since HIV diagnosis# Exclusion Criteria:# - Had a known allergy or intolerance to doxycycline# - Abused alcohol or other substances which in the opinion of the investigators would jeopardize adherence to study procedures
NCT02369887,male,"Evaluation of a Facility-based Test, Treat, and Prevent HIV Program Among Men Who Have Sex With Men and Transgender Women in Thailand","This is a prospective observational cohort study that aims to enroll a total of 2000 Thai MSM and TG at five health facilities in four provinces of Thailand. Each participant will be followed for 18 months. Baseline and historical rates of HIV testing/re-testing, initial CD4 counts, retention in care, and ART adherence at the study clinics, at the study clinics combined, and national data (if available) will be compared with rates after implementation of the Test and Treat strategy. Analysis will also include an assessment of HIV prevalence and incidence. This study will use similar objectives, indicators, and procedures as those used in an ongoing Test and Treat study by the Thai Red Cross AIDS Research Centre in three tertiary care hospitals, and a study to be conducted with PEPFAR Key Populations Implementation Science (KPIS) funding through United States Agency for International Development (USAID), in community-based centers, allowing comparison of uptake and follow-up of MSM and TG using the Test and Treat strategy in a variety of settings.",,"Inclusion Criteria:# - Thai national# - Age >18 year# - Male or transgender women who reports anal intercourse with a man without using a condom at least one time in the past 6 months# - Not known to be HIV-infected# - Able to read and write Thai# Additional inclusion criteria for PrEP:# - A negative HIV test result# - No signs or symptoms of acute HIV infection (fever, sore throat, fatigue, rash, swollen glands, nausea, diarrhea, white spots in the mouth) during the previous month# - Creatinine clearance >60 ml/min# - No contraindication to PrEP medication# Exclusion Criteria:#  Participating in community-based Test and Treat study"
NCT02383602,male,Study to Evaluate the Feasibility of Community-based Test and Treat Strategies Among Men Who Have Sex With Men and Transgender Women to Increase the Uptake of HIV Testing and Treatment Services in Thailand,"HIV counseling and testing, risk reduction counseling, provision of condoms and lubricants Same-day result HIV testing along with pre-test and post-test counseling, including risk reduction counseling, will be provided according to the standard practice at each study site at enrollment and every 6 months in HIV-negative participants. HIV-negative participants can also access non-occupational post-exposure prophylaxis service and symptomatic STD service if these are available at study sites. HIV-positive participants will also receive risk reduction counseling every 3 months. Condoms and lubricants will be provided free of charge.",,"Inclusion Criteria:# 1. Thai national# 2. Age >18 years# 3. Men or transgender women who report unprotected anal intercourse with a man at least one time in the past 6 months# 4. Not known to be HIV-positive, i.e., never tested for HIV or previous HIV test(s) negative# 5. Willing to participate in the study# 6. Provide written informed consent# Exclusion Criteria:# 1. Known HIV-positive serostatus"
NCT02401867,female,Preventive Sexual Health Screening Among Female-to-Male (FTM) Transgender Adult Patients,"The purpose of this study is to assess the acceptability and effectiveness of utilizing vaginal self-swabs for HPV DNA testing as compared to provider-collected cervical swabs for HPV, as well as to investigate the prevalence of other Sexually Transmitted Infections (STIs) among sexually active female-to-male (FTM) transgender adults.",,"Inclusion Criteria:# - Age 21-64# - Assigned a female sex at birth and now self-identifies as a man, trans masculine, trans man, FTM, transgender, genderqueer/non-binary, transsexual, male, and/or another diverse transgender identity or expression# - Have a cervix# - Sexually active in the past 36 months (with sexual partner(s) of any gender)# - Able to speak and understand English# - Willing and able to provide informed consent# Exclusion Criteria:# - Unable to provide informed consent due to severe mental or physical illness# - Substance intoxication at the time of interview"
NCT02449629,both,Assessing the Engagement of Transgender and Other Gender Minority Youth Across the HIV Continuum of Care,"This study uses a transformative multiphasic mixed-methods research design that incorporates elements of the following designs:# - Sequential: a secondary data analysis was conducted, using data from ATN 039, ATN 086, and ATN 106, to influence the development of the qualitative interview and quantitative survey instruments for primary data collection.# - Convergent parallel: concurrent collection and analysis of both qualitative and quantitative primary data that will be combined to address the study objectives.",,"Inclusion Criteria: Youth Currently in HIV Care# To be considered eligible for enrollment, an individual must meet the criteria listed below.# - Received at least one HIV related service (e.g., medical care, social services, case management, etc.) at an AMTU or elsewhere in the six months prior to consent;# - Does not identify solely with sex assigned at birth (may identify as trans, transgender, trans woman, trans man, man, woman, gender nonconforming, genderqueer, or any other gender, so long as their current gender identity and/or expression do not match their sex assigned at birth);# - Self reports to be HIV-infected;# - Self reports to be between the ages of 16-24 years inclusive at time of consent;# - Ability to understand both written and spoken English;# - Willingness to participate in an in-depth face-to-face qualitative interview about gender minority identity and personal experiences seeking services across the HIV Continuum of Care;# - Willingness to participate in a web-based quantitative survey about gender minority identity and personal experiences seeking services across the HIV Continuum of Care; and# - Able to understand and willing to provide signed informed consent as applicable for study participation.# Exclusion Criteria: Youth Currently in HIV Care To be considered eligible for enrollment, an individual must not meet any of the criteria listed below.# - Active psychiatric condition that, in the opinion of the site personnel, would interfere with the ability to give true informed consent and to adhere to the study requirements;# - Visibly distraught or visibly emotionally unstable (e.g., active hallucinations, exhibiting suicidal, homicidal, or violent behavior) condition that, in the opinion of the site personnel, would interfere with the ability to give true informed consent and to adhere to the study requirements;# - Active drug or alcohol use or dependence that, in the opinion of the site personnel, would interfere with the ability to give true informed consent and to adhere to the study requirements;# - Acute illness that, in the opinion of the site personnel, would interfere with the subject's ability to adhere to the protocol requirements and/or interfere with the protocol objectives; and# - Site IRB requires parental permission and subject is <18 years of age.# Inclusion Criteria: Youth Not Currently in Care To be considered eligible for enrollment, an individual must meet the criteria listed below.# - Did not receive HIV related services (e.g., medical care, social services, case management, etc.) at an AMTU or elsewhere in the six months prior to the time of consent;# - Does not identify solely with sex assigned at birth (may identify as trans, transgender, trans woman, trans man, woman, man, gender nonconforming, genderqueer, or any other gender, so long their current gender identity and/or expression do not match their sex assigned at birth);# - Self reports to be between the ages of 16-24 years inclusive at time of consent;# - Ability to understand both written and spoken English;# - Willingness to participate in an in-depth face-to-face qualitative interview about gender minority identity and personal experiences seeking services across the HIV Continuum of Care;# - Willingness to participate in a web-based quantitative survey about transgender and other gender minority identity and personal experiences seeking services across the HIV Continuum of Care; and# - Willingness to provide signed informed consent for study participation.# Exclusion Criteria: Youth Not Currently in HIV Care To be considered eligible for enrollment, an individual must not meet any of the criteria listed below.# - Active psychiatric condition that in the opinion of the site personnel would interfere with the ability to give true informed consent and to adhere to the study requirements;# - Visibly distraught or visibly emotionally unstable (e.g., active hallucinations, exhibiting suicidal, homicidal, or violent behavior) condition that, in the opinion of the site personnel interferes with the ability to give true informed consent and to adhere to the study requirements;# - Active drug or alcohol use or dependence that, in the opinion of the site personnel, would interfere with the ability to give true informed consent and to adhere to the study requirements;# - Acute illness that, in the opinion of the site personnel, would interfere with the subject's ability to adhere to the protocol requirements and/or interfere with the protocol objectives; and# - Site IRB requires parental permission and subject is <18 years of age.# Inclusion Criteria: Health Care and Social Service Providers# To be considered eligible for enrollment, an individual must meet the criteria listed below.# - Fits into one of the following categories: (1) medical provider (physician, nurse, nurse practitioner, physician's assistant); (2) mental health professional (psychologist, psychiatrist, clinical social worker, counselor); (3) case manager/care coordinator; (4) HIV test counselor; (5) or health educator/outreach worker;# - Provides services at one of the 14 AMTU or elsewhere within the AMTU cities; and# - Currently works directly with or has formerly worked directly with TGMY.# Exclusion Criteria: Health Care and Social Service Providers# There are no exclusion criteria."
NCT02459769,both,Exercise Intervention for LGBT Cancer Survivors,"The purpose of this study is to test preliminary efficacy, as well as acceptability and feasibility, of a dyadic exercise intervention, the current study will randomize LGBT cancer survivors and their non-professional caregivers as dyads to either an individual or a dyadic Exercise for Cancer Patients (EXCAP) intervention. The primary outcome assessed will be psychological distress. Analyses will involve pre-post comparisons of outcomes across the study arms, testing the hypothesis that a 6 week, daily, dyadic exercise intervention will result in greater improvements in psychological distress than an individual intervention.",,"Inclusion Criteria:# - (Survivors): To be included in the study, cancer survivors must:# - Have had a diagnosis of cancer (any cancer type excluding squamous and basal cell [skin cancers]) and have completed primary surgery, chemotherapy, and/or radiation therapy within the last 60 months (those on continued adjuvant treatment are still eligible),# - Identify as lesbian, gay, bisexual, or transgender, or have a same-sex romantic partner,# - Have a caregiver willing to participate in the study (defined as anyone who provided emotional support or tangible assistance during the survivors' cancer experience),# - Be able to read English,# - Be 21 years of age or older, and# - Give written informed consent.# - (Caregivers): Caregivers must:# - Be nominated by a cancer survivor,# - Be able to read English,# - Be 21 years of age or older,# - Give written informed consent.# Exclusion Criteria:# - Have physical limitations (e.g., cardiorespiratory, orthopedic) contraindicating participating in a low- to moderate-intensity home-based walking and progressive resistance program and physical function testing, as assessed by their medical oncologist, their primary care physician, and/or the study medical monitor (or any of these three physicians' designees),# - For caregivers, be currently undergoing active treatment for cancer."
NCT02516930,male,A Non-inferiority Randomized Controlled Trial to Evaluate Promoting Condom Use Among MSM and Transgender Individuals in China,"This is a pragmatic, non-inferiority, randomized controlled trial comparing the effectiveness of two methods (crowdsourcing versus social marketing) for creating one-minute videos promoting condom use among MSM and TG in China. Crowdsourcing is the process of shifting individual tasks to a large group, often involving open contests and enabled through multisectoral partnerships.",,"Inclusion Criteria:# - The target population for the condom use substudy is males, 16 years of age or older, who were born biologically male or are transgender, have had condomless sex in the past three months and are willing to provide their cell mobile number.# Exclusion Criteria:# - Females"
NCT02550431,both,Trans Health: Evaluation of Markers of Cardio-metabolic Health and Well-being in Transgender Youth,"This study plans to learn more about puberty blockers and cross (testosterone and estradiol). There is not much known about how these medications affect hormone levels, heart health and overall general health in young transgender individuals.",,Inclusion Criteria:# - Followed in Endocrinology Clinic or Adolescent Medicine Clinic at Children's Hospital Colorado# - Between age 9 and 21 years (inclusive)# - Identifies as transgender# - Has been on pubertal blockade or cross-sex hormones for at least three months.# Exclusion Criteria:# - Known diabetes# - Presence of significant medical or psychiatric comorbidities# - Using hormones not prescribed by a physician
NCT02580760,male,"Transgender, Silicone and Blood Smear","This cross-sectional monocentric study will describe transgender men transitioning into women and who had cosmetic silicone injection.# The principal objective is to estimate the prevalence of Transgender with circulating monocytes containing silicone vacuoles in blood smears among Male to Female Transgender population with a history of cosmetic silicon injections.# The secondary objectives are to describe the transgender population, to describe the quantity of silicone in vacuoles of circulating monocytes, and the association between dermatological complications (inflammatory and not inflammatory) and several clinical and biological characteristics (HIV status, level of immunosuppression, inflammatory syndrome, quantity of silicone which was injected , silicone quantity in blood smears).",,"Inclusion Criteria:# - Adults# - Not in opposition to data collection# - Transgender men transitioning into women patients with cosmetic silicone injection# - Consultation in Bichat hospital# Exclusion Criteria:# - Unable to communicate# - Guardianship, curatorship"
NCT02703116,both,Employing eSBI in HIV Testing for At-risk Youth,"The purpose of this study is to assess the feasibility, acceptability and test the initial efficacy of eSBI, (electronic screening and brief intervention for alcohol use) coupled with STTR (Seek, Test, Treat, and Retain) in comparison to STTR only among YMSM (young men who have sex with men) and YTW (young transgender women) on frequency of substance use and engagement within the HIV (human immunodeficiency virus) and PrEP (pre-exposure prophylaxis) care continuum.",,"Inclusion Criteria:# - aged 16 to 25 years# - seeking testing for HIV infection# - Male who has had sex with men OR transgender woman who has had sex with men (i.e., born male, identify as female/transgender, and at any point in the gender transition process)# - English-speaking.# Exclusion Criteria:# - volunteer seems distraught or emotionally unstable (i.e. suicidal, manic, exhibiting violent behavior)# - volunteer seems intoxicated or under the influence of psychoactive agents"
NCT02710032,both,TransPrEP: Social Network-Based PrEP Adherence for Transgender Women in Peru,"The investigators propose a social network-based PrEP adherence intervention as part of a comprehensive, context-specific approach to HIV prevention for TW in Lima, Peru. In order to be effective, PrEP-based prevention strategies need to address not only biological efficacy, but also individual behavioral decision-making processes, interpersonal partnership contexts of risk, peer norms of sexual behavior and PrEP adherence, and structural access to prevention technologies. Using a health promotion behavioral model that combines Social Action Theory with social network theories of information dissemination and collective behavior change, the investigators propose to develop and refine a network-based intervention that promotes PrEP adherence in the existing social networks of TW. Formative research will outline individual, partner-level, and network-based contexts of sexual risk behavior, patterns of social network interactions, anticipated adoption and use of new prevention technologies, and optimal content for a PrEP adherence intervention. Findings will be used to define the elements of a prevention intervention using social networks of TW and social media technologies to generate, implement, and reinforce social norms of PrEP adherence and risk behavior reduction for TW.",,"Inclusion Criteria:# 1. 18 years of age or older;# 2. Identify as male-to-female transgender (e.g., ""trans,"" ""transgender,"" ""travesti"");# 3. Report behavioral risk for HIV infection (UAI with at least one HIV-infected or unknown serostatus partner in the preceding 6 months);# 4. HIV-uninfected by rapid test.# Exclusion Criteria:# 1. Unable to provide informed consent, including people with severe mental illness requiring immediate treatment or with mental illness limiting their ability to participate (e.g., dementia);# 2. HIV infection (Rapid HIV assay positive);# 3. Active Hepatitis B infection (Hepatitis B Surface Antigen positive);# 4. Renal insufficiency (Creatinine Clearance <50)."
NCT02715232,both,Effects of Sex Steroids on the Serotonin System,"Background Sex hormones such as estradiol and testosterone modulate human brain structure and function and are tightly connected to neuropsychiatric disorders such as depression and anxiety disorders. Using molecular imaging in humans in vivo, the investigators showed strong influences of sex hormones on serotonergic neurotransmission via modulation of serotonergic receptors and transporters. Although, animal studies also indicate strong modulatory influences on serotonin synthesis and degradation, human data on this potential effect are absent.# Objectives of the study The aim of this study is to prove the modulatory influence of sex hormones on serotonergic neurotransmission by determining the enzymatic processes involved in serotonin synthesis and degradation using positron emission tomography (PET) in humans in vivo with the radiotracers [11C]AMT and [11C]harmine.# Study design Single-blind, longitudinal study. Transsexuals will undergo four PET and two magnetic resonance imaging (MRI) measurements: 1. One [11C]AMT PET, one [11C]harmine PET and one MRI measurement before start of treatment, 2. One [11C]AMT PET, one [11C]harmine PET and one MRI measurement after 4 months of treatment. The investigators propose an overall study duration of 36 months.# Materials and Methods:# PET measurements will be performed on a GE Advance PET scanner. To examine the interdependence between serotonin activity and brain structure and function, four MRI sequences will be performed in order to assess gray matter volume and cortical thickness, gray and white matter microstructure, as well as resting state functional connectivity and cerebral blood flow. MRI measurements will be done on a 3 Tesla scanner with high spatial and temporal resolution.# Study population 20 healthy female-to-male (FtM), 20 healthy male-to-female (MtF) transsexuals (aged 18-50) who are free of hormone-medication at baseline; 40 healthy controls, matched for sex, age and education level.# Relevance and implications of the study This will be the first imaging study to investigate the effects of high-dose, long-term opposite-sex steroid hormones on serotonin synthesis and degradation in the living human brain using PET. The study will lead to the establishment of a comprehensive theory of serotonergic modulation by sex steroids and will increase knowledge on the serotonergic role in shaping brain morphology, microstructure and structural/functional connectivity. Results will provide essential data for a better understanding of neural sex differences associated with differences in hormonal states in humans and will elucidate neurobiological correlates of the known gender difference in the prevalence of neuropsychiatric disorders, thus contributing to the development of personalized treatment, the reduction of personal suffering and the reduction of costs and occupational disability.",,"Inclusion Criteria:# - DSM-5 diagnosis of Gender Dysphoria (DSM-5: 302.85; ICD-10: F64.1) (for transsexuals only)# - Somatic health based on history, physical examination, ECG, laboratory screening, SCID# - willingness and competence to sign the informed consent form# Exclusion Criteria:# - concomitant major medical or neurological illness# - internal or neurologic medical histories as well as pregnancy (positive urine pregnancy test) or breastfeeding# - other DSM-5 Axis-I comorbidities, determined by a structured clinical interview (SCID), especially body dysphoric disorder (DSM-5: 300.7; ICD-10: F45.22), schizophrenia spectrum and other psychotic disorders# - steroid hormone treatment within 6 months prior to inclusion# - treatment with psychotropic agents such as SSRIs# - any implant or stainless steel graft# - abnormal values in routine laboratory screening or general physical examination# - current substance abuse or current or past substance related disorder# - for participants who participated in an earlier neuroimaging study using ionizing radiation, the total radiation exposure dose of 20 mSv over the last 10 years must not be exceeded, as specified in the legislation on radiation protection (Allg. Strahlenschutzverordnung 2010; www.ris.bka.gv.at)# - failure to comply with the study protocol or to follow the instructions of the investigating team"
